"sampleDate","sampleID","siteID","siteName","covN1_nPMMoV_meanNr","covN1_nPMMoV_sdNr","covN2_nPMMoV_meanNr","covN2_nPMMoV_sdNr","nPPMoV_Ct_mean","qualityFlag","testB117","detectB117","fractionB117","fractionB117_stdev","test_delta","detect_delta","fraction_delta","fraction_delta_stdev","testC2811T","detectC2811T","fractionC2811T","fractionC2811T_stdev"
2020-04-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00026,1e-04,0.00013,4e-05,27.35,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-24,NA,"Ottawa-1","Ottawa-ROPEC",0.00015,6e-05,2e-05,0,26.3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-05,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,2e-05,8e-05,8e-05,27.04,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-19,NA,"Ottawa-1","Ottawa-ROPEC",4e-05,1e-05,2e-05,1e-05,27.43,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-02,NA,"Ottawa-1","Ottawa-ROPEC",5e-05,2e-05,4e-05,1e-05,28.19,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-10,NA,"Ottawa-1","Ottawa-ROPEC",1e-05,0,3e-05,2e-05,26.35,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-16,NA,"Ottawa-1","Ottawa-ROPEC",3e-05,0,2e-05,1e-05,27.74,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-17,NA,"Ottawa-1","Ottawa-ROPEC",4e-05,2e-05,2e-05,1e-05,27.85,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-19,NA,"Ottawa-1","Ottawa-ROPEC",2e-05,1e-05,2e-05,0,27.58,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-21,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,4e-05,2e-05,1e-05,27.08,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,0.00018,4e-05,0,28.28,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-26,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,2e-05,4e-05,NA,28.28,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-27,NA,"Ottawa-1","Ottawa-ROPEC",8e-05,3e-05,2e-05,NA,28,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-30,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,NA,5e-05,NA,28.57,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-07,NA,"Ottawa-1","Ottawa-ROPEC",4e-05,0,0,NA,26.02,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-09,NA,"Ottawa-1","Ottawa-ROPEC",1e-05,0,0,NA,24.58,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-12,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,2e-05,6e-05,2e-05,26.77,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-13,NA,"Ottawa-1","Ottawa-ROPEC",1e-05,0,0,NA,25.74,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-15,NA,"Ottawa-1","Ottawa-ROPEC",8e-05,3e-05,6e-05,NA,26.17,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00026,9e-05,3e-04,0.00011,28.17,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00026,9e-05,0.00035,4e-05,28.27,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-21,NA,"Ottawa-1","Ottawa-ROPEC",9e-05,NA,3e-05,1e-05,26.74,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00014,4e-05,0.00022,6e-05,27.43,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-25,NA,"Ottawa-1","Ottawa-ROPEC",0.00024,3e-05,9e-05,4e-05,27.76,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00016,5e-05,0.00014,3e-05,27.38,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00014,3e-05,9e-05,3e-05,26.84,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-31,NA,"Ottawa-1","Ottawa-ROPEC",7e-05,2e-05,0.00011,0,26.6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-04,NA,"Ottawa-1","Ottawa-ROPEC",0.00012,3e-05,0.00021,2e-05,27.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00017,5e-05,0.00013,7e-05,28.41,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,4e-05,0.00011,8e-05,27.22,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00022,2e-05,6e-05,1e-05,27.24,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-14,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,6e-05,5e-05,NA,26.66,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00016,5e-05,0.00017,1e-04,27.94,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,1e-04,0.00023,7e-05,27.33,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00012,6e-05,0.00017,3e-05,27.24,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-24,NA,"Ottawa-1","Ottawa-ROPEC",0.00021,1e-05,0.00018,9e-05,27.71,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,6e-05,2e-04,2e-05,26.76,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00037,2e-04,0.00022,3e-05,26.85,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-30,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,9e-05,0.00026,2e-05,27.06,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-01,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,2e-05,8e-05,4e-05,25.62,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-03,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,3e-05,0.00016,4e-05,25.59,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-05,NA,"Ottawa-1","Ottawa-ROPEC",2e-04,1e-05,0.00018,0.00011,26.04,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-07,NA,"Ottawa-1","Ottawa-ROPEC",0.00017,2e-05,0.00013,1e-05,26.08,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00025,0.00015,0.00025,1e-04,27.4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00014,7e-05,0.00012,5e-05,26.31,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,3e-05,0.00019,0.00011,26.56,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00021,5e-05,0.00029,1e-04,27.45,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-14,NA,"Ottawa-1","Ottawa-ROPEC",2e-04,4e-05,0.00022,3e-05,27.02,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-15,NA,"Ottawa-1","Ottawa-ROPEC",2e-04,6e-05,0.00023,3e-05,26.85,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-16,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,1e-05,9e-05,2e-05,26.23,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-17,NA,"Ottawa-1","Ottawa-ROPEC",2e-04,NA,0.00019,4e-05,27.88,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00011,4e-05,0.00025,7e-05,27.57,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00033,6e-05,0.00033,7e-05,26.94,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-20,NA,"Ottawa-1","Ottawa-ROPEC",0.00014,5e-05,0.00011,2e-05,26,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-21,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,1e-05,0.00034,4e-05,26.63,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00031,0.00014,0.00049,0.00023,28.8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00021,1e-05,0.00023,8e-05,26.94,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-24,NA,"Ottawa-1","Ottawa-ROPEC",8e-05,1e-05,0.00014,3e-05,26.64,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-25,NA,"Ottawa-1","Ottawa-ROPEC",1e-04,5e-05,0.00016,5e-05,26.78,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00017,2e-05,0.00028,6e-05,26.75,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,2e-05,0.00027,2e-05,26.35,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,6e-05,0.00037,6e-05,27.86,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00037,0.00014,0.00043,0.00019,27.92,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-30,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,0.00016,0.00024,0.00015,25.95,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-01,NA,"Ottawa-1","Ottawa-ROPEC",0.00071,1e-04,0.00098,0.00041,28.06,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-02,NA,"Ottawa-1","Ottawa-ROPEC",0.00037,7e-05,0.00034,5e-05,26.27,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-03,NA,"Ottawa-1","Ottawa-ROPEC",3e-04,4e-05,0.00026,2e-05,25.58,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-04,NA,"Ottawa-1","Ottawa-ROPEC",0.00011,2e-05,0.00013,0,25.09,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00036,2e-05,5e-04,3e-05,26.53,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-06,NA,"Ottawa-1","Ottawa-ROPEC",0.00048,0.00018,0.00066,8e-05,27.153,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-07,NA,"Ottawa-1","Ottawa-ROPEC",0.00042,0.00014,0.00051,0.00016,26.926,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00026,5e-05,0.00056,3e-05,25.88,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-09,NA,"Ottawa-1","Ottawa-ROPEC",0.00041,3e-05,0.00059,5e-05,26.39,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,NA,"Ottawa-1","Ottawa-ROPEC",5e-04,5e-05,0.00101,0.00022,26.053,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00082,2e-04,0.00113,0.00068,28.336,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-12,NA,"Ottawa-1","Ottawa-ROPEC",0.0015,0.00015,0.00154,0.00017,28.016,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-14,NA,"Ottawa-1","Ottawa-ROPEC",0.00068,0.00011,0.00056,7e-05,26.022,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,NA,"Ottawa-1","Ottawa-ROPEC",3e-04,2e-05,4e-04,2e-05,26.261,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00055,9e-05,0.00066,6e-05,26.916,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00072,8e-05,0.00082,1e-04,27.052,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00041,5e-05,0.00046,7e-05,25.39,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00038,3e-05,0.00057,0.00011,25.9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-20,NA,"Ottawa-1","Ottawa-ROPEC",0.00108,4e-05,0.00143,0.00021,27.637,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-21,NA,"Ottawa-1","Ottawa-ROPEC",0.00025,2e-05,0.00022,4e-05,26.363,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00093,0.00025,0.00053,1e-04,26.14,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00081,4e-05,0.00068,7e-05,25.94,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-24,NA,"Ottawa-1","Ottawa-ROPEC",0.00165,0.00022,0.00102,0.00017,26.327,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-25,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,3e-05,0.00036,4e-05,25.62,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00089,0,0.00063,0.00012,26.48,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,5e-05,0.00047,7e-05,25.997,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00025,5e-05,0.00037,5e-05,26.527,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00038,0.00011,6e-04,3e-05,26.84,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01,NA,"Ottawa-1","Ottawa-ROPEC",0.00054,7e-05,0.00072,1e-05,30.612,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-02,NA,"Ottawa-1","Ottawa-ROPEC",0.00034,3e-05,0.00025,1e-05,27.563,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-03,NA,"Ottawa-1","Ottawa-ROPEC",0.00021,2e-05,0.00016,2e-05,28.11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-04,NA,"Ottawa-1","Ottawa-ROPEC",0.00033,3e-05,0.00023,0,28.157,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00094,0,0.00064,5e-05,28.723,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-06,NA,"Ottawa-1","Ottawa-ROPEC",7e-04,0.00011,0.00053,5e-05,27.98,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-07,NA,"Ottawa-1","Ottawa-ROPEC",0.00104,0.00011,0.00056,5e-05,28.073,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00035,3e-05,0.00044,4e-05,26.454,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-09,NA,"Ottawa-1","Ottawa-ROPEC",0.00041,3e-05,0.00046,7e-05,26.086,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-10,NA,"Ottawa-1","Ottawa-ROPEC",0.0022,0,0.00036,4e-05,28.09,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,2e-05,0.00045,3e-05,26.058,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00046,2e-05,0.00026,4e-05,25.911,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-13,NA,"Ottawa-1","Ottawa-ROPEC",4e-04,7e-05,0.00027,5e-05,26.718,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-14,NA,"Ottawa-1","Ottawa-ROPEC",5e-04,6e-05,0.00038,6e-05,26.069,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-15,NA,"Ottawa-1","Ottawa-ROPEC",0.00027,4e-05,0.00034,5e-05,25.993,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00066,8e-05,8e-04,0.00016,27.247,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00016,5e-05,0.00032,5e-05,26.875,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-18,NA,"Ottawa-1","Ottawa-ROPEC",3e-04,9e-05,0.00025,4e-05,27.355,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00018,4e-05,0.00012,3e-05,24.515,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-20,NA,"Ottawa-1","Ottawa-ROPEC",0.00038,1e-04,0.00012,4e-05,26.299,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-21,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,0,4e-04,1e-05,25.479,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00033,6e-05,0.00046,2e-05,27.493,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00032,2e-05,0.00035,5e-05,26.76,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-24,NA,"Ottawa-1","Ottawa-ROPEC",8e-04,0.00011,0.00105,3e-04,27.113,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-25,NA,"Ottawa-1","Ottawa-ROPEC",0.00015,2e-05,0.00035,6e-05,27.103,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00026,5e-05,0.00034,9e-05,26.47,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-27,NA,"Ottawa-1","Ottawa-ROPEC",0.00027,7e-05,0.00036,9e-05,26.267,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-28,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,3e-05,0.00031,3e-05,26.46,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00038,2e-05,0.00054,2e-05,27.129,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-30,NA,"Ottawa-1","Ottawa-ROPEC",0.00021,2e-05,0.00031,4e-05,25.397,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01,NA,"Ottawa-1","Ottawa-ROPEC",7e-05,1e-05,1e-04,1e-05,27.116,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02,NA,"Ottawa-1","Ottawa-ROPEC",7e-05,1e-05,7e-05,1e-05,25.961,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-03,NA,"Ottawa-1","Ottawa-ROPEC",6e-05,1e-05,8e-05,2e-05,26.29,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-04,NA,"Ottawa-1","Ottawa-ROPEC",7e-05,1e-05,0.00014,2e-05,26.2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-05,NA,"Ottawa-1","Ottawa-ROPEC",7e-05,0,0.00015,1e-05,26.193,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-06,NA,"Ottawa-1","Ottawa-ROPEC",0.00068,0.00014,0.00082,7e-05,26.973,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-07,NA,"Ottawa-1","Ottawa-ROPEC",1e-04,0,8e-05,1e-05,26.47,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-08,NA,"Ottawa-1","Ottawa-ROPEC",0.00014,2e-05,0.00017,1e-05,27.32,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-09,NA,"Ottawa-1","Ottawa-ROPEC",0.00018,3e-05,0.00013,2e-05,27.687,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00029,2e-05,0.00039,9e-05,27.23,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00021,5e-05,0.00032,2e-05,26.357,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00031,5e-05,0.00047,5e-05,26.623,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,6e-05,3e-04,9e-05,26.58,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-14,NA,"Ottawa-1","Ottawa-ROPEC",0.00033,3e-05,0.00037,5e-05,26.747,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-15,NA,"Ottawa-1","Ottawa-ROPEC",0.00023,5e-05,0.00015,6e-05,26.307,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00037,2e-04,5e-04,0.00024,28.832,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00024,1e-05,0.00027,2e-05,26.853,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00038,2e-05,0.00043,7e-05,26.773,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00031,2e-05,0.00044,4e-05,25.853,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
